C/A,UNIT,STATION,LINENAME,DIVISION,LATITUDE,LONGITUDE,STREET,CITY,STATE,COUNTY,ZIP
R535,JFK02,,A,IND,40.660476,-73.830301,Coleman Sq,Howard Beach,NY,Queens County,11414
R055,R533,,7,IRT,40.759578,-73.830056,Roosevelt Ave,Flushing,NY,Queens County,11354
R055,R534,,7,IRT,40.759578,-73.830056,Roosevelt Ave,Flushing,NY,Queens County,11354
R009,J037,,JZ,BMT,40.700536,-73.828382,Jamaica Ave,Richmond Hill,NY,Queens County,11418
R429,R423,,6,IRT,40.852465,-73.828125,Westchester Ave,Bronx,NY,Bronx County,10461
R459,OB01,,6,IND,40.852417,-73.828082,Westchester Ave,Bronx,NY,Bronx County,10461
R418,N186,,AS,IND,40.583542,-73.82643,Beach 105th St,Rockaway Park,NY,Queens County,11694
R356,N141,,A,IND,40.685975,-73.824713,Liberty Ave,South Richmond Hill,NY,Queens County,11419
R255,N337,,EF,IND,40.709174,-73.820593,Van Wyck Expy,Jamaica,NY,Queens County,11435
R417,N185,,AS,IND,40.585514,-73.820143,Beach 98th St,Rockaway Park,NY,Queens County,11694
R342,N604,,E,IND,40.702566,-73.816859,Metropolitan Ave,Richmond Hill,NY,Queens County,11418
R415,N183,,AS,IND,40.608693,-73.816068,West Rd,Far Rockaway,NY,Queens County,11693
R416,N184,,AS,IND,40.588032,-73.813684,Gull Ct,Far Rockaway,NY,Queens County,11693
R128,N338B,,F,IND,40.705416,-73.810562,146th St,Jamaica,NY,Queens County,11435
R128,N338,,F,IND,40.705416,-73.810562,146th St,Jamaica,NY,Queens County,11435
R024,N605,,EJZ,IND,40.700488,-73.807933,Archer Ave,Jamaica,NY,Queens County,11435
R114,N339A,,F,IND,40.707564,-73.803326,Hillside Ave,Jamaica,NY,Queens County,11432
R114,N339,,F,IND,40.707564,-73.803326,Hillside Ave,Jamaica,NY,Queens County,11432
R025,N606,,EJZ,IND,40.702131,-73.80111,Archer Ave,Jamaica,NY,Queens County,11433
R025,N607,,EJZ,IND,40.702131,-73.80111,Archer Ave,Jamaica,NY,Queens County,11433
R335,N191,,A,IND,40.590867,-73.797011,Beach 68th St,Arverne,NY,Queens County,11692
R115,N340,,F,IND,40.710459,-73.7936,Hillside Ave,Jamaica,NY,Queens County,11432
R115,N340A,,F,IND,40.710459,-73.7936,Hillside Ave,Jamaica,NY,Queens County,11432
R336,N192,,A,IND,40.592334,-73.788493,Rockaway Beach Blvd,Arverne,NY,Queens County,11692
R019,N343,,F,IND,40.712622,-73.783815,Hillside Ave,Jamaica,NY,Queens County,11432
R019,N342,,F,IND,40.712622,-73.783815,Hillside Ave,Jamaica,NY,Queens County,11432
R536,JFK03,,E,IND,40.643942,-73.782356,Central Terminal Area,Jamaica,NY,Queens County,11430
R537,JFK04,,E,IND,40.643942,-73.782356,Central Terminal Area,Jamaica,NY,Queens County,11430
R337,N193,,A,IND,40.593214,-73.776433,Rockaway Beach Blvd,Far Rockaway,NY,Queens County,11691
R338,N194,,A,IND,40.595381,-73.768194,Edgemere Ave,Far Rockaway,NY,Queens County,11691
R358,N195,,A,IND,40.600138,-73.76152,Rockaway Fwy,Far Rockaway,NY,Queens County,11691
R285,N196,,A,IND,40.603983,-73.755383,Beach Channel Dr,Far Rockaway,NY,Queens County,11691
R253,N210,,BD,IND,40.845892,-73.910136,Grand Blvd,Bronx,NY,Bronx County,10453
R253,N212,,BD,IND,40.845892,-73.910136,Grand Blvd,Bronx,NY,Bronx County,10453
R001,A060,,R1,BMT,40.703082,-74.012983,Whitehall St,New York,NY,New York County,10004
R001,A058,,R1,BMT,40.703082,-74.012983,Whitehall St,New York,NY,New York County,10004
R001,R101S,,R1,IRT,40.703082,-74.012983,Whitehall St,New York,NY,New York County,10004
R532,WCCTR,,5,BEE,,,,,,,
R457,MCB1,,23,BMT,,,,,,,
R458,MCB2,,23,BMT,,,,,,,
R465,MCV1,,1,BMT,,,,,,,
R466,MCV2,,1,BMT,,,,,,,
R467,MCV3,,1,BMT,,,,,,,
R410,X001,,1,IRT,,,,,,,
R526,LI001,,F,LIB,,,,,,,
R541,PTH13,,1,PTH,,,,,,,
R546,PTH06,,1,PTH,,,,,,,
R547,PTH10,,1,PTH,,,,,,,
R548,PTH09,,1,PTH,,,,,,,
R549,PTH01,,1,PTH,,,,,,,
R549,PTH18,,1,PTH,,,,,,,
R549,PTH19,,1,PTH,,,,,,,
R549,PTH20,,1,PTH,,,,,,,
R550,PTH07,,1,PTH,,,,,,,
R550,PTH16,,1,PTH,,,,,,,
